institution,instnm,city,institution_state,inst_level,fips
3435302,Anglia  Ruskin University - Cambridge Campus,Cambridge,,I,
3435303,Anglia  Ruskin University - Peterborough Campus,Peterborough,,I,
3435400,Royal Roads University,Victoria,,I,
3436300,Advanced Technical Solutions,Oklahoma City,OK,I,40
3437300,Upper Valley Educators Institute,Lebanon,NH,I,33
3438300,Pacific Islands University,Mangilao,GU,I,66
3438301,Pacific Islands University - Chuuk Teaching Facility,Chuuk,GU,I,66
3438302,Pacific Islands University- PIU Chuuk Teaching Facility,Weno,FM,I,64
3438303,Pacific Islands University - Yap Teaching Facility,Yap,FM,I,64
3438304,Pacific Islands University - Palau Teaching Facility,Koror,PW,I,70
3439300,Intellitrain Services,Cherry Hill,NJ,I,34
3439400,NAWCC School of Horology,Columbia,PA,I,42
3440300,Baptist Memorial College of Health Sciences,Memphis,TN,I,47
3440400,Marian Health Careers Center,Los Angeles,CA,I,6
3440401,Marian Health Careers Center - Satellite,Panorama City,CA,I,6
3440402,Marian Health Careers Center - Van Nuys Campus,Van Nuys,CA,I,6
3441300,Iowa School of Beauty,Sioux City,IA,I,19
3441400,Newbridge College - San Diego East,El Cajon,CA,I,6
3442300,American University in Bulgaria,Blagoevgrad,,I,
3442301,"American University in Bulgaria - Executive MBA Program, EMFBRE",Sofia,,I,
3443300,New York College of Traditional Chinese Medicine,Mineola,NY,I,36
3443400,Health & Career Institute,South El Monte,CA,I,6
3444300,SER-JOBS Travel Tourism & Business Academy,Carolina,PR,I,72
3444400,Bayside Automotive Technical Training Center,Bayside,NY,I,36
3445300,HDS Truck Driving Institute,Tucson,AZ,I,4
3445301,(-HDS Truck Driving Institute -),Tucson,AZ,I,4
3445400,Expert Solutions Technical College,Richardson,TX,I,48
3445401,Expert Solutions -,Dallas,TX,I,48
3445402,Expert Solutions - Pleasant Grove Location,Dallas,TX,I,48
3445500,Fayette Beauty Academy,Fayetteville,GA,I,13
3445501,Fayette Beauty Academy - Ritz Beauty Academy LLC,Decatur,GA,I,13
3445502,Fayette Beauty Academy - Ritz Beauty Academy LLC,Morrow,GA,I,13
3445503,Fayette Beauty Academy - Ritz Beauty Academy LLC,Stockbridge,GA,I,13
3446300,California School of Modern Sciences,Beverly Hills,CA,I,6
3446301,California School of Medical Sciences -,Los Angeles,CA,I,6
3446302,California School of Modern Sciences,San Francisco,CA,I,6
3446303,California School of Medical Sciences - Western Technical Institute,Las Vegas,NV,I,32
3446304,California School of Medical Sciences - Long Beach Career College,Long Beach,CA,I,6
3447300,New England EMS Institute,Manchester,NH,I,33
3448300,Business Industrial Resources,Chicago,IL,I,17
3448301,Business Industrial Resources - Loop Campus,Chicago,IL,I,17
3448302,Business Industrial Resources - West Belmont Campus,Chicago,IL,I,17
3448400,K.S.A. Academy of Cosmetology,Jackson,MI,I,26
3449300,Cims College,Whitehall,OH,I,39
3449400,Bobby J's The Academy,Pittsburgh,PA,I,42
3450300,Marinello School of Beauty,Topeka,KS,I,20
3450301,Marinello School of Beauty - Wichita,Wichita,KS,I,20
3450302,Marinello School of Beauty - Overland Park,Overland Park,KS,I,20
3451300,Columbia Greene Beauty School,Catskill,NY,I,36
3451301,"Columbia Greene Beauty School-John Paul's Hair, Nails & Skin Care Inst",Ballston Spa,NY,I,36
3452300,Colegio Educativo Tecnológico Industrial,Arecibo,PR,I,72
3453300,ITI Information Technology Institute,Denver,CO,I,8
3453400,Shawnee Beauty College,Shawnee,OK,I,40
3454300,Tennessee Career College,Nashville,TN,I,47
3455300,Crescent Cosmetology University,Hampton,VA,I,51
3455400,Wrightco Technologies Technical Training Institute,Ebensburg,PA,I,42
3455401,Wrightco Technologies Technical Training Institute - Shelocta,Shelocta,PA,I,42
3455402,Wrightco Technologies Technical Training Institute - Chambersburg,Chambersburg,PA,I,42
3455403,Wrightco Technologies Technical Training Institute - Erie,Erie,PA,I,42
3455404,Wrightco Technologies Technical Training Institute - Huntingdon,Alexandria,PA,I,42
3455405,Wrightco Technologies Technical Training Institute - New Castle,New Castle,PA,I,42
3455406,Wrightco Technologies Technical Training Institute - Harrisburg,Harrisburg,PA,I,42
3455407,Wrightco Technologies Technical Training Institute - Uniontown,Uniontown,PA,I,42
3455500,National Labor College,Silver Spring,MD,I,24
3455501,National Labor College -,Washington,DC,I,11
3455600,Chicago National College of Naprapathy and Clinic,Chicago,IL,I,17
3455700,Cortiva Institute - Chicago,Chicago,IL,I,17
3455701,Cortiva Institute - Chicago,Crystal Lake,IL,I,17
3455702,Chicago School of Massage Therapy - Temp approval through 12/31/2005,Chicago,IL,I,17
3455703,Cortiva Institute - Chicago - Joliet,Joliet,IL,I,17
3455900,Vallecitos Center for Employment Training,Hayward,CA,I,6
3455901,Vallecitos Center for Employment Training - Berkeley,Berkeley,CA,I,6
3456300,Cold Spring Harbor Laboratory Watson School of Biological Sciences,Cold Spring Harbor,NY,I,36
3456400,Froedtert Memorial Lutheran Hospital - School of Radiologic Technology,Milwaukee,WI,I,55
3456500,Municipal Training Center Kings,Brooklyn,NY,I,36
3456600,Angeles University Foundation,Angeles City,,I,
3456601,Angeles University Foundation College of Medicine,Angeles City,,I,
3456700,Crossroads Bible College,Indianapolis,IN,I,18
3456701,Crossroads Bible College - Ft. Wayne Campus,Ft. Wayne,IN,I,18
3456702,Crossroads Bible College - Northside New Era Missionary Baptist Church,Indianapolis,IN,I,18
3456703,Crossroads Bible College - Tree of Life Missionary Baptist Church,Gary,IN,I,18
3456704,Crossroads Bible College - College Park Church,Indianapolis,IN,I,18
3457300,Allegheny Wesleyan College,Salem,OH,I,39
3458300,My Le's Beauty College,Sacramento,CA,I,6
3459300,Southeastern School of Cosmetology,Birmingham,AL,I,1
3459301,Southeastern School of Cosmetology -,Center Point,AL,I,1
3459302,Southeastern School of Cosmetology - Pelham Campus,Pelham,AL,I,1
3459400,Saint Petersburg Theological Seminary,Saint Petersburg,FL,I,12
3459401,Saint Petersburg Theological Seminary - The Tampa Center,Tampa,FL,I,12
3460300,Internationales Theologisches Institut,Trumau,,I,
3461300,Ilisagvik College,Barrow,AK,I,2
3461301,Ilisagvik College - Anaktuvuk Pass Teleconference Center,Anaktuvuk Pass,AK,I,2
3461302,Ilisagvik College - Atqasuk Teleconference Center,Atqasuk,AK,I,2
3461303,Ilisagvik College - Kaktovik Teleconference Center,Kaktovik,AK,I,2
3461304,Ilisagvik College - Nuiqsut Teleconference Center,Nuiqsut,AK,I,2
3461305,Ilisagvik College - Point Hope Teleconference Center,Pt. Hope,AK,I,2
3461306,Ilisagvik College - Point Lay Teleconference Center,Pt. Lay,AK,I,2
3461307,Ilisagvik College - Wainwright Teleconference Center,Wainwright,AK,I,2
3461308,Ilisagvik College - Atqasuk,Atqasuk,AK,I,2
3461309,Ilisagvik College - Kaktovik,Kaktovik,AK,I,2
3461310,Ilisagvik College - Nuiqsut,Nuiqsut,AK,I,2
3461311,Ilisagvik College - Point Hope,Point Hope,AK,I,2
3461312,Ilisagvik College - Point Lay,Point Lay,AK,I,2
3461313,Ilisagvik College - DHAT Education Program,Anchorage,AK,I,2
3461314,Ilisagvik College - DHAT Education Program,Bethel,AK,I,2
3461315,Ilisagvik College - Behavior Health Aide Program/ANTHC,Anchorage,AK,I,2
3461400,Politec Institute,Ponce,PR,I,72
3462300,Center for Employment Training - Cleveland,Cleveland,OH,I,39
3462400,University of the Arts London IDO- London College of Communication,London,,I,
3462401,London Institute - London College of Printing,London,,I,
3462402,London Institute - London College of Printing and Distributive Trades,London,,I,
3463300,Careers Unlimited,Orem,UT,I,49
3463400,Institute for Psychoanalytic Training & Research,New York,NY,I,36
3463401,Institute for Psychoanalytic Training & Research -,New York,NY,I,36
3464300,Infinity Career College,Gulfport,MS,I,28
3465300,Nipissing University,North Bay,,I,
3466300,Instituto Centroamericano de Administracion de Empresas,Alajuela,,I,
3466301,Instituto Centroamericano de Administracion de Empresas -,Managua,,I,
3466400,Seattle School of Theology and Psychology (The),Seattle,WA,I,53
3467300,Marinello School of Beauty,Hemet,CA,I,6
3467301,Marinello School of Beauty - Cathedral City,Cathedral City,CA,I,6
3467302,Marinello School of Beauty - Murrieta,Murrieta,CA,I,6
3467303,Marinello School of Beauty - Napa,Napa,CA,I,6
3467304,Marinello School of Beauty - City of Industry,City of Industry,CA,I,6
3467305,Marinello School of Beauty - Bell,Bell,CA,I,6
3467306,Marinello School of Beauty - Paramount,Paramount,CA,I,6
3467307,Marinello School of Beauty - Huntington Beach,Huntington Beach,CA,I,6
3467308,Marinello School of Beauty - Ogden,Ogden,UT,I,49
3467309,Marinello School of Beauty - Layton,Layton,UT,I,49
3467310,Marinello School of Beauty - Main Street Campus,Layton,UT,I,49
3468300,Alexander Institute (The) -,St. Paul,MN,I,27
3468301,Alexander Institute (The) -,Minneapolis,MN,I,27
3468400,National Institute of Massotherapy -,Akron,OH,I,39
3468401,National Institute of Massotherapy -,Independence,OH,I,39
3468500,MDT College of Health Sciences,Highland Heights,OH,I,39
3468501,MDT College of Health Sciences - ATS Institute of Technology - Parma,Parma,OH,I,39
3468502,MDT College of Health Sciences - ATS Institute of Technology,Chicago,IL,I,17
3469300,Ivaem College,Caguas,PR,I,72
3470300,NCPT,Atlanta,GA,I,13
3471300,Princeton Montessori School,Princeton,NJ,I,34
3471400,North Central Industrial Technical Education Center,Ridgway,PA,I,42
3471500,Med-Care Training Center,Cora,WV,I,54
3471600,ASM Educational Center,College Park,MD,I,24
3472300,Chicago Urban League Computer Training Center,Chicago,IL,I,17
3473300,University of the Arts London,London,,I,
3473301,University of the Arts London - LCF,London,,I,
3473302,University of the Arts London - LCF,London,,I,
3473303,University of the Arts London - LCF,London,,I,
3473304,University of the Arts London - LCC,London,,I,
3473305,University of the Arts London - Chelsea,London,,I,
3473306,University of the Arts London - Camberwell,London,,I,
3473307,University of the Arts London - CSM,London,,I,
3473308,University of the Arts London - CSM,London,,I,
3473309,University of the Arts London - CSM,London,,I,
3473310,University of the Arts London - CSM,London,,I,
3473311,University of the Arts London - Wimbledon,London,,I,
3473312,University of the Arts London - LCF,London,,I,
3473313,University of the Arts London - LCF,London,,I,
3473314,University of the Arts London - Wimbledon,London,,I,
3473315,University of the Arts London - CSM,London,,I,
3473400,Minneapolis School of Massage and Bodywork,Minneapolis,MN,I,27
3474300,Ave Maria College,Ypsilanti,MI,I,26
3474301,Ave Maria College - Ave Maria College of The Americas,"San Marcos, Carazo",,I,
3474302,Ave Maria College - Naples,Naples,FL,I,12
3474400,Center of Advanced Therapeutics,Denver,CO,I,8
3474500,Dahan Institute of Massage Studies,Las Vegas,NV,I,32
3474501,Dahan Institute of Massage Studies - Tenaya Campus,Las Vegas,NV,I,32
3474502,Dahan Institute of Massage Studies - Cheyenne Campus,Las Vegas,NV,I,32
3474600,Friendly Computer Networks,Rancho Cucamonga,CA,I,6
3474601,Friendly Computer Networks - FCN Institute of Technology dba,Carson,CA,I,6
3474700,"Opportunities Industrialization Center, West",Menlo Park,CA,I,6
3474706,"Opportunities Industrialization Center, West - MiMe's Cafe",Redwood City,CA,I,6
3474707,"Opportunities Industrialization Center, West -",Menlo Park,CA,I,6
3475300,University of The Arts London IDO - Chelsea College of Art & Design,London,,I,
3475400,Tri-State Bible College,South Point,OH,I,39
3475401,Tri-State Bible College - Tri-State Bible College North,Akron,OH,I,39
3476300,Pro-Care Technical School,Hardy,KY,I,21
3477300,Escuela de Troqueleria y Herramentaje,Bayamon,PR,I,72
3477400,University of Bedfordshire,Luton,,I,
3477401,University of Bedfordshire -,Luton,,I,
3477402,University of Bedfordshire -,Bedford,,I,
3477403,University of Bedfordshire - Bedford Campus,Bedford,,I,
3478300,Royal Welsh College of Music and Drama,Cardiff,,I,
3478301,Royal Welsh College of Music and Drama - Neath College,Neath,,I,
3478400,Phoenix Seminary,Scottsdale,AZ,I,4
3479300,PCI College,Cerritos,CA,I,6
3479301,PCI Professional Career Institute - Santa Ana,Santa Ana,CA,I,6
3479302,PCI Professional Career Institute - Gardena,Gardena,CA,I,6
3479400,DVS College,Los Angeles,CA,I,6
3479401,DVS College -,Montclair,CA,I,6
3479500,Northrop Rice Aviation Institute of Technology,Inglewood,CA,I,6
3480300,Fortis College,Baton Rouge,LA,I,22
3480301,Fortis College - Fortis Institute,Lauderdale Lakes,FL,I,12
3480302,Fortis College - Fortis Institute,Port Saint Lucie,FL,I,12
3480303,Fortis College - Fortis Institute,Nashville,TN,I,47
3480304,Fortis College - Grand Prairie Campus,Grand Prairie,TX,I,48
3481300,Coachella Valley Technical Skills Center,Thousand Palms,CA,I,6
3481400,Software Advanced Technologies Institute,Sunnyvale,CA,I,6
3481401,Software Advanced Technologies Institute - Concord,Concord,CA,I,6
3481402,Software Advanced Technologies Institute - San Francisco,San Francisco,CA,I,6
3481403,Software Advanced Technologies Institute - Sacramento,Sacramento,CA,I,6
3481404,Software Advanced Technologies Institute - Van Nuys,Van Nuys,CA,I,6
3482300,Diamond Institute of Business and Computer Technology,Ajax,,I,
3483300,North Montco Technical Career Center,Lansdale,PA,I,42
3483400,Wings International,San Jose,CA,I,6
3483500,Cascadia College,Bothell,WA,I,53
3484300,Landegg International University,Wienacht,,I,
3485300,Career Dynamics International,San Jose,CA,I,6
3485400,James Albert School of Cosmetology,Costa Mesa,CA,I,6
3485401,James Albert School of Cosmetology - Anaheim,Anaheim,CA,I,6
3485402,James Albert School of Cosmetology - Rancho Cucamonga,Rancho Cucamonga,CA,I,6
3485403,James Albert School of Cosmetology - Corona,Corona,CA,I,6
3485404,James Albert School of Cosmetology - Las Vegas,Las Vegas,NV,I,32
3485405,James Albert School of Cosmetology -,Lake Forest,CA,I,6
3486300,Sylvia's International School of Beauty,Houston,TX,I,48
3487300,Temple Baptist Seminary,Chattanooga,TN,I,47
3488300,Southeast Missouri Technical Center,Hayti,MO,I,29
3489300,Binah Institute of Advanced Judaic Studies for Women,Baltimore,MD,I,24
3490300,Paul Mitchell the School Chicago,Chicago,IL,I,17
3490301,Paul Mitchell the School Escanaba - Paul Mitchell The School Chicago,Chicago,IL,I,17
3490302,Paul Mitchell the School Chicago - Paul Mitchell the School Lombard,Lombard,IL,I,17
3490303,Paul Mitchell the School Chicago - Paul Mitchell the School Escanaba,Escanaba,MI,I,26
3490400,Emil Fries Piano Hospital & Training Center,Vancouver,WA,I,53
3491300,Health Esteem Center,Hallandale,FL,I,12
3491400,American Advanced Technicians Institute,Hialeah,FL,I,12
3492300,University of Oxford - Green Templeton College,Oxford,,I,
3492400,University of Cambridge - St. Catharine's College,Cambridge,,I,
3493300,All-State Career,Baltimore,MD,I,24
3493301,All-State Career - Fortis Institute,Baltimore,MD,I,24
3493302,All-State Career - West Mifflin Campus,West Mifflin,PA,I,42
3493303,All-State Career - ASCS-Jefferson Hills,Jefferson Hills,PA,I,42
3493304,All-State Career - Fortis College - Houston South,Houston,TX,I,48
3493305,All-State Career - Fortis Institute - Houston North,Houston,TX,I,48
3494300,Univerdidad Tecnologica De Santiago (UTESA),Santiago,,I,
3494400,University of Cambridge - Selwyn College,Cambridge,,I,
3494500,University of Oxford - St Benet's Hall,Oxford,,I,
3494600,University of Oxford - Harris Manchester College,Oxford,,I,
3496300,Yeshiva Shaarei Torah of Rockland,Suffern,NY,I,36
3497300,Capitol City Beauty and Barber College,Olympia,WA,I,53
3498300,Washington Institute of Natural Medicine,Washington,DC,I,11
3498400,Omega Institute of Cosmetology,Houma,LA,I,22
3499300,Center for Career Development and Health Care Technology,Jacksonville,AR,I,5
3500300,University of the Arts London IDO - Wimbledon College of Art,London,,I,
3500301,Wimbledon School of Art - Terry Bruen Building,London,,I,
3501300,Minnesota Institute of Technologies,Edina,MN,I,27
3501400,Leeds Beckett University,Leeds,,I,
3501401,Leeds Beckett University -,Leeds,,I,
3502300,Mount Royal College,Calgary,,I,
3503300,Winner Institute of Arts & Sciences,Transfer,PA,I,42
3504300,National Graduate School of Quality Management (The),Falmouth,MA,I,25
3504301,National Graduate School of Quality Management (The),Fort Dix,NJ,I,34
